"","city","word","n","total","rank","term frequency"
"1","Boston","food",59476,690688,1,0.0861112398072646
"2","Boston","pretty",17466,690688,2,0.0252878289473684
"3","Boston","friendly",17052,690688,3,0.0246884266123054
"4","Boston","love",15761,690688,4,0.0228192758524833
"5","Boston","sweet",14278,690688,5,0.0206721414010378
"6","Boston","service",14229,690688,6,0.0206011976464047
"7","Boston","perfect",12477,690688,7,0.018064596460341
"8","Boston","delicious",11367,690688,8,0.0164575032431431
"9","Boston","friend",10967,690688,9,0.0158783705522609
"10","Boston","time",10967,690688,10,0.0158783705522609
"11","Boston","bad",10580,690688,11,0.0153180596738325
"12","Boston","wait",9865,690688,12,0.0142828599888807
"13","Boston","excellent",8582,690688,13,0.0124252918828762
"14","Boston","favorite",7834,690688,14,0.0113423137509266
"15","Boston","disappoint",7424,690688,15,0.0107487027427724
"16","Boston","finally",6915,690688,16,0.0100117563936249
"17","Boston","drink",6460,690688,17,0.00935299295774648
"18","Boston","wonderful",6387,690688,18,0.00924730124166049
"19","Boston","experience",6214,690688,19,0.00899682635285397
"20","Boston","feel",5936,690688,20,0.00859432913269088
"21","Boston","top",5890,690688,21,0.00852772887323944
"22","Boston","chicken",5874,690688,22,0.00850456356560415
"23","Boston","enjoy",5856,690688,23,0.00847850259451446
"24","Boston","happy",5696,690688,24,0.0082468495181616
"25","Boston","lovely",5630,690688,25,0.00815129262416605
"26","Boston","cream",5544,690688,26,0.00802677909562639
"27","Boston","expect",5472,690688,27,0.00792253521126761
"28","Boston","chocolate",5397,690688,28,0.00781394783172721
"29","Boston","recommend",5306,690688,29,0.00768219514455152
"30","Boston","star",5022,690688,30,0.0072710109340252
"31","Boston","wine",4974,690688,31,0.00720151501111935
"32","Boston","fun",4894,690688,32,0.00708568847294292
"33","Boston","excite",4776,690688,33,0.00691484432913269
"34","Boston","money",4455,690688,34,0.00645009034469978
"35","Boston","treat",3888,690688,35,0.00562916975537435
"36","Boston","find",3882,690688,36,0.00562048276501112
"37","Boston","super",3846,690688,37,0.00556836082283173
"38","Boston","share",3688,690688,38,0.00533960340993328
"39","Boston","birthday",3546,690688,39,0.00513401130467013
"40","Boston","yelp",3381,690688,40,0.00489511906968125
"41","Boston","pleasant",3256,690688,41,0.00471414010378058
"42","Boston","hot",3178,690688,42,0.00460120922905856
"43","Boston","lamb",3160,690688,43,0.00457514825796887
"44","Boston","perfection",3124,690688,44,0.00452302631578947
"45","Boston","special",3123,690688,45,0.00452157848406227
"46","Boston","unique",3078,690688,46,0.00445642605633803
"47","Boston","music",3044,690688,47,0.00440719977761305
"48","Boston","deal",3005,690688,48,0.00435073434025204
"49","Boston","beer",2980,690688,49,0.0043145385470719
"50","Boston","start",2942,690688,50,0.0042595209414381
"51","Boston","tender",2920,690688,51,0.00422766864343958
"52","Boston","pay",2916,690688,52,0.00422187731653076
"53","Boston","cash",2840,690688,53,0.00411184210526316
"54","Boston","hope",2676,690688,54,0.00387439770200148
"55","Boston","surprise",2527,690688,55,0.00365867077464789
"56","Boston","prepare",2514,690688,56,0.00363984896219422
"57","Boston","attentive",2503,690688,57,0.00362392281319496
"58","Boston","helpful",2468,690688,58,0.00357324870274277
"59","Boston","authentic",2424,690688,59,0.00350954410674574
"60","Boston","overpriced",2355,690688,60,0.00340964371756857
"61","Boston","leave",2319,690688,61,0.00335752177538918
"62","Boston","clean",2250,690688,62,0.00325762138621201
"63","Boston","terrible",2148,690688,63,0.00310994255003706
"64","Boston","cold",2096,690688,64,0.00303465530022239
"65","Boston","come",2058,690688,65,0.00297963769458858
"66","Boston","coffee",2040,690688,66,0.00295357672349889
"67","Boston","warm",1989,690688,67,0.00287973730541142
"68","Boston","home",1981,690688,68,0.00286815465159377
"69","Boston","breakfast",1946,690688,69,0.00281748054114159
"70","Boston","green",1900,690688,70,0.00275088028169014
"71","Boston","light",1880,690688,71,0.00272192364714603
"72","Boston","glad",1878,690688,72,0.00271902798369162
"73","Boston","honest",1716,690688,73,0.00248447924388436
"74","Boston","rave",1700,690688,74,0.00246131393624907
"75","Boston","beautiful",1699,690688,75,0.00245986610452187
"76","Boston","date",1685,690688,76,0.00243959646034099
"77","Boston","party",1675,690688,77,0.00242511814306894
"78","Boston","crazy",1623,690688,78,0.00234983089325426
"79","Boston","intimate",1581,690688,79,0.00228902196071164
"80","Boston","interior",1508,690688,80,0.00218333024462565
"81","Boston","die",1503,690688,81,0.00217609108598962
"82","Boston","generous",1496,690688,82,0.00216595626389918
"83","Boston","hate",1436,690688,83,0.00207908636026686
"84","Boston","spectacular",1422,690688,84,0.00205881671608599
"85","Boston","limit",1380,690688,85,0.00199800778354337
"86","Boston","shell",1377,690688,86,0.00199366428836175
"87","Boston","bartender",1373,690688,87,0.00198787296145293
"88","Boston","yummy",1367,690688,88,0.0019791859710897
"89","Boston","husband",1364,690688,89,0.00197484247590808
"90","Boston","desert",1356,690688,90,0.00196325982209044
"91","Boston","fancy",1348,690688,91,0.00195167716827279
"92","Boston","incredible",1333,690688,92,0.00192995969236471
"93","Boston","shoot",1333,690688,93,0.00192995969236471
"94","Boston","miss",1327,690688,94,0.00192127270200148
"95","Boston","goodness",1324,690688,95,0.00191692920681987
"96","Boston","toast",1317,690688,96,0.00190679438472943
"97","Boston","large",1278,690688,97,0.00185032894736842
"98","Boston","live",1278,690688,98,0.00185032894736842
"99","Boston","free",1258,690688,99,0.00182137231282431
"100","Boston","comfort",1245,690688,100,0.00180255050037064
"101","Boston","cozy",1229,690688,101,0.00177938519273536
"102","Boston","serve",1228,690688,102,0.00177793736100815
"103","Boston","neighborhood",1199,690688,103,0.0017359502409192
"104","Boston","tea",1187,690688,104,0.00171857626019274
"105","Boston","art",1184,690688,105,0.00171423276501112
"106","Boston","awful",1184,690688,106,0.00171423276501112
"107","Boston","octopus",1183,690688,107,0.00171278493328391
"108","Boston","rate",1176,690688,108,0.00170265011119348
"109","Boston","family",1173,690688,109,0.00169830661601186
"110","Boston","invite",1172,690688,110,0.00169685878428466
"111","Boston","advance",1168,690688,111,0.00169106745737583
"112","Boston","boyfriend",1168,690688,112,0.00169106745737583
"113","Boston","delightful",1164,690688,113,0.00168527613046701
"114","Boston","romantic",1158,690688,114,0.00167658914010378
"115","Boston","late",1156,690688,115,0.00167369347664937
"116","Boston","god",1136,690688,116,0.00164473684210526
"117","Boston","sunday",1080,690688,117,0.00156365826538176
"118","Boston","real",1078,690688,118,0.00156076260192735
"119","Boston","simple",1055,690688,119,0.00152746247220163
"120","Boston","memorable",1038,690688,120,0.00150284933283914
"121","Boston","friday",1022,690688,121,0.00147968402520385
"122","Boston","weekend",1022,690688,122,0.00147968402520385
"123","Boston","bloody",1012,690688,123,0.0014652057079318
"124","Boston","horrible",1008,690688,124,0.00145941438102298
"125","Boston","break",1002,690688,125,0.00145072739065975
"126","Boston","mind",1001,690688,126,0.00144927955893254
"127","Boston","surprisingly",972,690688,127,0.00140729243884359
"128","Boston","watch",966,690688,128,0.00139860544848036
"129","Boston","mouth",957,690688,129,0.00138557496293551
"130","Boston","bomb",931,690688,130,0.00134793133802817
"131","Boston","hungry",917,690688,131,0.00132766169384729
"132","Boston","rest",904,690688,132,0.00130883988139362
"133","Boston","satisfy",903,690688,133,0.00130739204966642
"134","Boston","run",895,690688,134,0.00129580939584878
"135","Boston","plan",892,690688,135,0.00129146590066716
"136","Boston","outstanding",886,690688,136,0.00128277891030393
"137","Boston","hit",865,690688,137,0.00125237444403262
"138","Boston","true",846,690688,138,0.00122486564121572
"139","Boston","smile",845,690688,139,0.00122341780948851
"140","Boston","fat",838,690688,140,0.00121328298739807
"141","Boston","lucky",816,690688,141,0.00118143068939956
"142","Boston","ready",805,690688,142,0.0011655045404003
"143","Boston","immediately",804,690688,143,0.00116405670867309
"144","Boston","grab",800,690688,144,0.00115826538176427
"145","Boston","trip",800,690688,145,0.00115826538176427
"146","Boston","guess",790,690688,146,0.00114378706449222
"147","Boston","quiet",790,690688,147,0.00114378706449222
"148","Boston","empty",776,690688,148,0.00112351742031134
"149","Boston","bang",775,690688,149,0.00112206958858414
"150","Boston","life",767,690688,150,0.00111048693476649
"151","Boston","disappointment",765,690688,151,0.00110759127131208
"152","Boston","lemon",745,690688,152,0.00107863463676798
"153","Boston","avoid",744,690688,153,0.00107718680504077
"154","Boston","summer",734,690688,154,0.00106270848776872
"155","Boston","welcome",729,690688,155,0.00105546932913269
"156","Boston","hell",724,690688,156,0.00104823017049666
"157","Boston","veal",716,690688,157,0.00103664751667902
"158","Boston","lose",714,690688,158,0.00103375185322461
"159","Boston","gem",713,690688,159,0.00103230402149741
"160","Boston","doubt",708,690688,160,0.00102506486286138
"161","Boston","strong",708,690688,161,0.00102506486286138
"162","Boston","ruin",706,690688,162,0.00102216919940697
"163","Boston","damn",694,690688,163,0.0010047952186805
"164","Boston","save",688,690688,164,0.000996108228317272
"165","Boston","fall",683,690688,165,0.000988869069681245
"166","Boston","level",679,690688,166,0.000983077742772424
"167","Boston","dark",676,690688,167,0.000978734247590808
"168","Boston","choice",675,690688,168,0.000977286415863603
"169","Boston","inspire",672,690688,169,0.000972942920681987
"170","Boston","worry",672,690688,170,0.000972942920681987
"171","Boston","hang",668,690688,171,0.000967151593773165
"172","Boston","batter",652,690688,172,0.00094398628613788
"173","Boston","sour",649,690688,173,0.000939642790956264
"174","Boston","walk",646,690688,174,0.000935299295774648
"175","Boston","mother",644,690688,175,0.000932403632320237
"176","Boston","management",640,690688,176,0.000926612305411416
"177","Boston","fabulous",637,690688,177,0.0009222688102298
"178","Boston","warn",635,690688,178,0.000919373146775389
"179","Boston","morning",629,690688,179,0.000910686156412157
"180","Boston","delight",624,690688,180,0.000903446997776131
"181","Boston","word",618,690688,181,0.000894760007412898
"182","Boston","fatty",614,690688,182,0.000888968680504077
"183","Boston","waste",614,690688,183,0.000888968680504077
"184","Boston","heavenly",612,690688,184,0.000886073017049666
"185","Boston","sun",600,690688,185,0.000868699036323202
"186","Boston","efficient",596,690688,186,0.000862907709414381
"187","Boston","celebration",590,690688,187,0.000854220719051149
"188","Boston","liquor",588,690688,188,0.000851325055596738
"189","Boston","fairly",586,690688,189,0.000848429392142328
"190","Boston","celebrate",584,690688,190,0.000845533728687917
"191","Boston","butcher",579,690688,191,0.00083829457005189
"192","Boston","greet",579,690688,192,0.00083829457005189
"193","Boston","crave",562,690688,193,0.0008136814306894
"194","Boston","give",561,690688,194,0.000812233598962194
"195","Boston","overwhelm",561,690688,195,0.000812233598962194
"196","Boston","relax",556,690688,196,0.000804994440326168
"197","Boston","compliment",552,690688,197,0.000799203113417346
"198","Boston","passion",552,690688,198,0.000799203113417346
"199","Boston","blue",539,690688,199,0.000780381300963677
"200","Boston","sticky",536,690688,200,0.000776037805782061
"201","Boston","punch",532,690688,201,0.000770246478873239
"202","Boston","execution",524,690688,202,0.000758663825055597
"203","Boston","kick",518,690688,203,0.000749976834692365
"204","Boston","rush",517,690688,204,0.000748529002965159
"205","Boston","unexpected",512,690688,205,0.000741289844329133
"206","Boston","bonus",507,690688,206,0.000734050685693106
"207","Boston","shame",504,690688,207,0.00072970719051149
"208","Boston","pho",498,690688,208,0.000721020200148258
"209","Boston","waffle",494,690688,209,0.000715228873239437
"210","Boston","ridiculous",490,690688,210,0.000709437546330615
"211","Boston","chance",489,690688,211,0.00070798971460341
"212","Boston","complimentary",489,690688,212,0.00070798971460341
"213","Boston","change",487,690688,213,0.000705094051148999
"214","Boston","shop",484,690688,214,0.000700750555967383
"215","Boston","fit",481,690688,215,0.000696407060785767
"216","Boston","weird",481,690688,216,0.000696407060785767
"217","Boston","please",480,690688,217,0.000694959229058562
"218","Boston","difficult",474,690688,218,0.00068627223869533
"219","Boston","mine",474,690688,219,0.00068627223869533
"220","Boston","chill",471,690688,220,0.000681928743513714
"221","Boston","crisp",469,690688,221,0.000679033080059303
"222","Boston","intense",468,690688,222,0.000677585248332098
"223","Boston","complaint",465,690688,223,0.000673241753150482
"224","Boston","smell",461,690688,224,0.00066745042624166
"225","Boston","healthy",460,690688,225,0.000666002594514455
"226","Boston","heart",460,690688,226,0.000666002594514455
"227","Boston","prefer",459,690688,227,0.00066455476278725
"228","Boston","destination",455,690688,228,0.000658763435878428
"229","Boston","hype",454,690688,229,0.000657315604151223
"230","Boston","tough",454,690688,230,0.000657315604151223
"231","Boston","daily",448,690688,231,0.000648628613787991
"232","Boston","luck",447,690688,232,0.000647180782060786
"233","Boston","popular",446,690688,233,0.00064573295033358
"234","Boston","gift",444,690688,234,0.00064283728687917
"235","Boston","greasy",441,690688,235,0.000638493791697554
"236","Boston","catch",433,690688,236,0.000626911137879911
"237","Boston","winner",426,690688,237,0.000616776315789474
"238","Boston","complain",424,690688,238,0.000613880652335063
"239","Boston","dying",424,690688,239,0.000613880652335063
"240","Boston","latte",424,690688,240,0.000613880652335063
"241","Boston","superb",424,690688,241,0.000613880652335063
"242","Boston","amazingly",420,690688,242,0.000608089325426242
"243","Boston","lover",420,690688,243,0.000608089325426242
"244","Boston","quaint",418,690688,244,0.000605193661971831
"245","Boston","win",412,690688,245,0.000596506671608599
"246","Boston","court",405,690688,246,0.000586371849518162
"247","Boston","suggest",405,690688,247,0.000586371849518162
"248","Boston","trust",400,690688,248,0.000579132690882135
"249","Boston","personal",393,690688,249,0.000568997868791698
"250","Boston","professional",393,690688,250,0.000568997868791698
"251","Boston","matter",391,690688,251,0.000566102205337287
"252","Boston","balance",390,690688,252,0.000564654373610082
"253","Boston","safe",390,690688,253,0.000564654373610082
"254","Boston","bottom",389,690688,254,0.000563206541882876
"255","Boston","patient",388,690688,255,0.000561758710155671
"256","Boston","sunny",387,690688,256,0.000560310878428466
"257","Boston","delivery",383,690688,257,0.000554519551519644
"258","Boston","annoy",382,690688,258,0.000553071719792439
"259","Boston","like",380,690688,259,0.000550176056338028
"260","Boston","provide",380,690688,260,0.000550176056338028
"261","Boston","appreciate",368,690688,261,0.000532802075611564
"262","Boston","continue",368,690688,262,0.000532802075611564
"263","Boston","tuesday",365,690688,263,0.000528458580429948
"264","Boston","disgust",364,690688,264,0.000527010748702743
"265","Boston","gorgeous",363,690688,265,0.000525562916975537
"266","Boston","fill",355,690688,266,0.000513980263157895
"267","Boston","complement",348,690688,267,0.000503845441067457
"268","Boston","graduation",345,690688,268,0.000499501945885841
"269","Boston","board",344,690688,269,0.000498054114158636
"270","Boston","improve",344,690688,270,0.000498054114158636
"271","Boston","wonderfully",342,690688,271,0.000495158450704225
"272","Boston","usual",341,690688,272,0.00049371061897702
"273","Boston","credit",340,690688,273,0.000492262787249815
"274","Boston","regret",340,690688,274,0.000492262787249815
"275","Boston","sad",338,690688,275,0.000489367123795404
"276","Boston","store",337,690688,276,0.000487919292068199
"277","Boston","eager",324,690688,277,0.000469097479614529
"278","Boston","steal",323,690688,278,0.000467649647887324
"279","Boston","heaven",321,690688,279,0.000464753984432913
"280","Boston","baby",320,690688,280,0.000463306152705708
"281","Boston","mistake",318,690688,281,0.000460410489251297
"282","Boston","companion",316,690688,282,0.000457514825796887
"283","Boston","meh",315,690688,283,0.000456066994069681
"284","Boston","savor",315,690688,284,0.000456066994069681
"285","Boston","sick",312,690688,285,0.000451723498888065
"286","Boston","lie",311,690688,286,0.00045027566716086
"287","Boston","term",311,690688,287,0.00045027566716086
"288","Boston","beware",310,690688,288,0.000448827835433655
"289","Boston","score",309,690688,289,0.000447380003706449
"290","Boston","wild",305,690688,290,0.000441588676797628
"291","Boston","pop",304,690688,291,0.000440140845070423
"292","Boston","pastry",301,690688,292,0.000435797349888807
"293","Boston","weight",301,690688,293,0.000435797349888807
"294","Boston","deserve",300,690688,294,0.000434349518161601
"295","Boston","pig",300,690688,295,0.000434349518161601
"296","Boston","complete",298,690688,296,0.00043145385470719
"297","Boston","don",294,690688,297,0.000425662527798369
"298","Boston","positive",293,690688,298,0.000424214696071164
"299","Boston","garden",292,690688,299,0.000422766864343958
"300","Boston","overpower",292,690688,300,0.000422766864343958
"301","Boston","partner",291,690688,301,0.000421319032616753
"302","Boston","scream",291,690688,302,0.000421319032616753
"303","Boston","legal",288,690688,303,0.000416975537435137
"304","Boston","mad",288,690688,304,0.000416975537435137
"305","Boston","team",286,690688,305,0.000414079873980726
"306","Boston","whim",285,690688,306,0.000412632042253521
"307","Boston","strange",284,690688,307,0.000411184210526316
"308","Boston","crunch",279,690688,308,0.000403945051890289
"309","Boston","signature",279,690688,309,0.000403945051890289
"310","Boston","tree",279,690688,310,0.000403945051890289
"311","Boston","terrific",278,690688,311,0.000402497220163084
"312","Boston","respect",273,690688,312,0.000395258061527057
"313","Boston","center",272,690688,313,0.000393810229799852
"314","Boston","school",265,690688,314,0.000383675407709414
"315","Boston","sweetness",264,690688,315,0.000382227575982209
"316","Boston","giant",263,690688,316,0.000380779744255004
"317","Boston","sadly",262,690688,317,0.000379331912527798
"318","Boston","impeccable",261,690688,318,0.000377884080800593
"319","Boston","divine",260,690688,319,0.000376436249073388
"320","Boston","arrive",259,690688,320,0.000374988417346182
"321","Boston","engage",259,690688,321,0.000374988417346182
"322","Boston","row",258,690688,322,0.000373540585618977
"323","Boston","grind",257,690688,323,0.000372092753891772
"324","Boston","daughter",254,690688,324,0.000367749258710156
"325","Boston","opus",252,690688,325,0.000364853595255745
"326","Boston","tan",251,690688,326,0.00036340576352854
"327","Boston","base",250,690688,327,0.000361957931801334
"328","Boston","fire",250,690688,328,0.000361957931801334
"329","Boston","vibes",250,690688,329,0.000361957931801334
"330","Boston","jerk",249,690688,330,0.000360510100074129
"331","Boston","nasty",248,690688,331,0.000359062268346924
"332","Boston","agree",247,690688,332,0.000357614436619718
"333","Boston","dream",246,690688,333,0.000356166604892513
"334","Boston","hurt",246,690688,334,0.000356166604892513
"335","Boston","pandemic",244,690688,335,0.000353270941438102
"336","Boston","mess",242,690688,336,0.000350375277983692
"337","Boston","burn",241,690688,337,0.000348927446256486
"338","Boston","promise",241,690688,338,0.000348927446256486
"339","Boston","stomach",241,690688,339,0.000348927446256486
"340","Boston","cut",240,690688,340,0.000347479614529281
"341","Boston","shout",240,690688,341,0.000347479614529281
"342","Boston","forget",238,690688,342,0.00034458395107487
"343","Boston","consistency",237,690688,343,0.000343136119347665
"344","Boston","remarkable",237,690688,344,0.000343136119347665
"345","Boston","crush",236,690688,345,0.00034168828762046
"346","Boston","apologize",234,690688,346,0.000338792624166049
"347","Boston","cross",234,690688,347,0.000338792624166049
"348","Boston","kill",234,690688,348,0.000338792624166049
"349","Boston","explain",233,690688,349,0.000337344792438844
"350","Boston","negative",233,690688,350,0.000337344792438844
"351","Boston","confusion",231,690688,351,0.000334449128984433
"352","Boston","worthy",231,690688,352,0.000334449128984433
"353","Boston","poke",229,690688,353,0.000331553465530022
"354","Boston","happen",226,690688,354,0.000327209970348406
"355","Boston","system",226,690688,355,0.000327209970348406
"356","Boston","disaster",225,690688,356,0.000325762138621201
"357","Boston","yell",223,690688,357,0.00032286647516679
"358","Boston","blast",219,690688,358,0.000317075148257969
"359","Boston","hurry",218,690688,359,0.000315627316530764
"360","Boston","upset",218,690688,360,0.000315627316530764
"361","Boston","move",216,690688,361,0.000312731653076353
"362","Boston","concern",214,690688,362,0.000309835989621942
"363","Boston","noisy",214,690688,363,0.000309835989621942
"364","Boston","admit",213,690688,364,0.000308388157894737
"365","Boston","elegant",213,690688,365,0.000308388157894737
"366","Boston","dirty",212,690688,366,0.000306940326167532
"367","Boston","buzz",211,690688,367,0.000305492494440326
"368","Boston","brilliant",210,690688,368,0.000304044662713121
"369","Boston","death",210,690688,369,0.000304044662713121
"370","Boston","unfriendly",208,690688,370,0.00030114899925871
"371","Boston","bummer",207,690688,371,0.000299701167531505
"372","Boston","humble",206,690688,372,0.000298253335804299
"373","Boston","offer",206,690688,373,0.000298253335804299
"374","Boston","travel",206,690688,374,0.000298253335804299
"375","Boston","ill",204,690688,375,0.000295357672349889
"376","Boston","pain",204,690688,376,0.000295357672349889
"377","Boston","zest",204,690688,377,0.000295357672349889
"378","Boston","spend",203,690688,378,0.000293909840622683
"379","Boston","insult",200,690688,379,0.000289566345441067
"380","Boston","intrusive",200,690688,380,0.000289566345441067
"381","Boston","kudo",200,690688,381,0.000289566345441067
"382","Boston","soak",200,690688,382,0.000289566345441067
"383","Boston","dolphin",198,690688,383,0.000286670681986657
"384","Boston","majority",198,690688,384,0.000286670681986657
"385","Boston","obnoxious",198,690688,385,0.000286670681986657
"386","Boston","line",197,690688,386,0.000285222850259451
"387","Boston","constantly",195,690688,387,0.000282327186805041
"388","Boston","remove",195,690688,388,0.000282327186805041
"389","Boston","culinary",193,690688,389,0.00027943152335063
"390","Boston","delay",192,690688,390,0.000277983691623425
"391","Boston","magnificent",192,690688,391,0.000277983691623425
"392","Boston","shock",192,690688,392,0.000277983691623425
"393","Boston","force",190,690688,393,0.000275088028169014
"394","Boston","adorable",189,690688,394,0.000273640196441809
"395","Boston","passionate",189,690688,395,0.000273640196441809
"396","Boston","entertainment",188,690688,396,0.000272192364714603
"397","Boston","holiday",188,690688,397,0.000272192364714603
"398","Boston","praise",188,690688,398,0.000272192364714603
"399","Boston","stingy",188,690688,399,0.000272192364714603
"400","Boston","celebrity",186,690688,400,0.000269296701260193
"401","Boston","impossible",186,690688,401,0.000269296701260193
"402","Boston","award",184,690688,402,0.000266401037805782
"403","Boston","candle",184,690688,403,0.000266401037805782
"404","Boston","shit",184,690688,404,0.000266401037805782
"405","Boston","accident",183,690688,405,0.000264953206078577
"406","Boston","buddy",183,690688,406,0.000264953206078577
"407","Boston","entertain",183,690688,407,0.000264953206078577
"408","Boston","foodie",183,690688,408,0.000264953206078577
"409","Boston","endless",180,690688,409,0.000260609710896961
"410","Boston","excitement",180,690688,410,0.000260609710896961
"411","Boston","convince",178,690688,411,0.00025771404744255
"412","Boston","insane",178,690688,412,0.00025771404744255
"413","Boston","mule",178,690688,413,0.00025771404744255
"414","Boston","draft",177,690688,414,0.000256266215715345
"415","Boston","receive",177,690688,415,0.000256266215715345
"416","Boston","eel",176,690688,416,0.000254818383988139
"417","Boston","familiar",176,690688,417,0.000254818383988139
"418","Boston","fault",176,690688,418,0.000254818383988139
"419","Boston","low",176,690688,419,0.000254818383988139
"420","Boston","accept",175,690688,420,0.000253370552260934
"421","Boston","cookie",175,690688,421,0.000253370552260934
"422","Boston","haven",175,690688,422,0.000253370552260934
"423","Boston","magical",174,690688,423,0.000251922720533729
"424","Boston","eventually",172,690688,424,0.000249027057079318
"425","Boston","pleasure",172,690688,425,0.000249027057079318
"426","Boston","adore",171,690688,426,0.000247579225352113
"427","Boston","favor",169,690688,427,0.000244683561897702
"428","Boston","journey",168,690688,428,0.000243235730170497
"429","Boston","picnic",168,690688,429,0.000243235730170497
"430","Boston","successful",168,690688,430,0.000243235730170497
"431","Boston","advice",167,690688,431,0.000241787898443291
"432","Boston","challenge",167,690688,432,0.000241787898443291
"433","Boston","buck",166,690688,433,0.000240340066716086
"434","Boston","oppose",166,690688,434,0.000240340066716086
"435","Boston","opportunity",165,690688,435,0.000238892234988881
"436","Boston","improvement",164,690688,436,0.000237444403261675
"437","Boston","kid",163,690688,437,0.00023599657153447
"438","Boston","tasteless",163,690688,438,0.00023599657153447
"439","Boston","angel",160,690688,439,0.000231653076352854
"440","Boston","laugh",159,690688,440,0.000230205244625649
"441","Boston","unpleasant",158,690688,441,0.000228757412898443
"442","Boston","happily",157,690688,442,0.000227309581171238
"443","Boston","ocean",156,690688,443,0.000225861749444033
"444","Boston","create",154,690688,444,0.000222966085989622
"445","Boston","hire",153,690688,445,0.000221518254262417
"446","Boston","mug",153,690688,446,0.000221518254262417
"447","Boston","public",153,690688,447,0.000221518254262417
"448","Boston","brother",152,690688,448,0.000220070422535211
"449","Boston","vacation",152,690688,449,0.000220070422535211
"450","Boston","dislike",151,690688,450,0.000218622590808006
"451","Boston","secret",151,690688,451,0.000218622590808006
"452","Boston","accompaniment",150,690688,452,0.000217174759080801
"453","Boston","content",150,690688,453,0.000217174759080801
"454","Boston","exquisite",150,690688,454,0.000217174759080801
"455","Boston","proud",150,690688,455,0.000217174759080801
"456","Boston","hear",149,690688,456,0.000215726927353595
"457","Boston","abundance",148,690688,457,0.00021427909562639
"458","Boston","success",148,690688,458,0.00021427909562639
"459","Boston","miserable",147,690688,459,0.000212831263899185
"460","Boston","fight",146,690688,460,0.000211383432171979
"461","Boston","japan",146,690688,461,0.000211383432171979
"462","Boston","preparation",146,690688,462,0.000211383432171979
"463","Boston","rainy",146,690688,463,0.000211383432171979
"464","Boston","trash",146,690688,464,0.000211383432171979
"465","Boston","competition",144,690688,465,0.000208487768717569
"466","Boston","sweetheart",144,690688,466,0.000208487768717569
"467","Boston","encourage",142,690688,467,0.000205592105263158
"468","Boston","marrow",142,690688,468,0.000205592105263158
"469","Boston","wet",142,690688,469,0.000205592105263158
"470","Boston","fellow",140,690688,470,0.000202696441808747
"471","Boston","pure",140,690688,471,0.000202696441808747
"472","Boston","strip",139,690688,472,0.000201248610081542
"473","Boston","thrill",139,690688,473,0.000201248610081542
"474","Boston","criticism",138,690688,474,0.000199800778354337
"475","Boston","dance",138,690688,475,0.000199800778354337
"476","Boston","nervous",138,690688,476,0.000199800778354337
"477","Boston","parish",136,690688,477,0.000196905114899926
"478","Boston","scare",136,690688,478,0.000196905114899926
"479","Boston","alive",135,690688,479,0.000195457283172721
"480","Boston","energy",135,690688,480,0.000195457283172721
"481","Boston","lord",135,690688,481,0.000195457283172721
"482","Boston","stone",135,690688,482,0.000195457283172721
"483","Boston","blame",134,690688,483,0.000194009451445515
"484","Boston","obvious",133,690688,484,0.00019256161971831
"485","Boston","arrival",131,690688,485,0.000189665956263899
"486","Boston","tax",131,690688,486,0.000189665956263899
"487","Boston","child",130,690688,487,0.000188218124536694
"488","Boston","thoughtful",130,690688,488,0.000188218124536694
"489","Boston","glory",129,690688,489,0.000186770292809489
"490","Boston","iron",129,690688,490,0.000186770292809489
"491","Boston","wind",127,690688,491,0.000183874629355078
"492","Boston","blood",126,690688,492,0.000182426797627872
"493","Boston","crap",126,690688,493,0.000182426797627872
"494","Boston","kiss",126,690688,494,0.000182426797627872
"495","Boston","sing",126,690688,495,0.000182426797627872
"496","Boston","whip",126,690688,496,0.000182426797627872
"497","Boston","bank",125,690688,497,0.000180978965900667
"498","Boston","weak",125,690688,498,0.000180978965900667
"499","Boston","bitch",124,690688,499,0.000179531134173462
"500","Boston","cap",124,690688,500,0.000179531134173462
"501","Boston","crowd",123,690688,501,0.000178083302446256
"502","Boston","explosion",123,690688,502,0.000178083302446256
"503","Boston","wear",123,690688,503,0.000178083302446256
"504","Boston","gross",122,690688,504,0.000176635470719051
"505","Boston","exception",121,690688,505,0.000175187638991846
"506","Boston","fruity",121,690688,506,0.000175187638991846
"507","Boston","stool",121,690688,507,0.000175187638991846
"508","Boston","church",120,690688,508,0.00017373980726464
"509","Boston","musical",120,690688,509,0.00017373980726464
"510","Boston","rule",120,690688,510,0.00017373980726464
"511","Boston","shortly",120,690688,511,0.00017373980726464
"512","Boston","messy",118,690688,512,0.00017084414381023
"513","Boston","attempt",117,690688,513,0.000169396312083024
"514","Boston","grow",117,690688,514,0.000169396312083024
"515","Boston","hood",117,690688,515,0.000169396312083024
"516","Boston","fear",116,690688,516,0.000167948480355819
"517","Boston","judge",116,690688,517,0.000167948480355819
"518","Boston","loyal",116,690688,518,0.000167948480355819
"519","Boston","count",115,690688,519,0.000166500648628614
"520","Boston","intend",115,690688,520,0.000166500648628614
"521","Boston","pound",115,690688,521,0.000166500648628614
"522","Boston","assure",114,690688,522,0.000165052816901408
"523","Boston","follow",114,690688,523,0.000165052816901408
"524","Boston","patience",114,690688,524,0.000165052816901408
"525","Boston","perspective",114,690688,525,0.000165052816901408
