"","city","word","n","total","rank","term frequency"
"802","Boston","visitor",54,690688,802,7.81829132690882e-05
"803","Boston","accurate",53,690688,803,7.67350815418829e-05
"804","Boston","approve",53,690688,804,7.67350815418829e-05
"805","Boston","beauty",53,690688,805,7.67350815418829e-05
"806","Boston","cocoa",53,690688,806,7.67350815418829e-05
"807","Boston","expert",53,690688,807,7.67350815418829e-05
"808","Boston","nature",53,690688,808,7.67350815418829e-05
"809","Boston","pray",53,690688,809,7.67350815418829e-05
"810","Boston","bug",52,690688,810,7.52872498146775e-05
"811","Boston","explode",52,690688,811,7.52872498146775e-05
"812","Boston","hassle",52,690688,812,7.52872498146775e-05
"813","Boston","horrific",52,690688,813,7.52872498146775e-05
"814","Boston","neighbor",52,690688,814,7.52872498146775e-05
"815","Boston","revenge",52,690688,815,7.52872498146775e-05
"816","Boston","bizarre",51,690688,816,7.38394180874722e-05
"817","Boston","buffet",51,690688,817,7.38394180874722e-05
"818","Boston","clue",51,690688,818,7.38394180874722e-05
"819","Boston","disservice",51,690688,819,7.38394180874722e-05
"820","Boston","ecstatic",51,690688,820,7.38394180874722e-05
"821","Boston","pale",51,690688,821,7.38394180874722e-05
"822","Boston","sublime",51,690688,822,7.38394180874722e-05
"823","Boston","swim",51,690688,823,7.38394180874722e-05
"824","Boston","blossom",50,690688,824,7.23915863602669e-05
"825","Boston","dreadful",50,690688,825,7.23915863602669e-05
"826","Boston","grate",50,690688,826,7.23915863602669e-05
"827","Boston","steady",50,690688,827,7.23915863602669e-05
"828","Boston","strength",50,690688,828,7.23915863602669e-05
"829","Boston","testament",50,690688,829,7.23915863602669e-05
"830","Boston","confirm",49,690688,830,7.09437546330615e-05
"831","Boston","drool",49,690688,831,7.09437546330615e-05
"832","Boston","truth",49,690688,832,7.09437546330615e-05
"833","Boston","uninspired",49,690688,833,7.09437546330615e-05
"834","Boston","atrocious",48,690688,834,6.94959229058562e-05
"835","Boston","cheery",48,690688,835,6.94959229058562e-05
"836","Boston","circumstance",48,690688,836,6.94959229058562e-05
"837","Boston","disease",48,690688,837,6.94959229058562e-05
"838","Boston","excel",48,690688,838,6.94959229058562e-05
"839","Boston","fab",48,690688,839,6.94959229058562e-05
"840","Boston","favorable",48,690688,840,6.94959229058562e-05
"841","Boston","fiend",48,690688,841,6.94959229058562e-05
"842","Boston","fussy",48,690688,842,6.94959229058562e-05
"843","Boston","hero",48,690688,843,6.94959229058562e-05
"844","Boston","honeymoon",48,690688,844,6.94959229058562e-05
"845","Boston","hunt",48,690688,845,6.94959229058562e-05
"846","Boston","marriage",48,690688,846,6.94959229058562e-05
"847","Boston","mishap",48,690688,847,6.94959229058562e-05
"848","Boston","nose",48,690688,848,6.94959229058562e-05
"849","Boston","purpose",48,690688,849,6.94959229058562e-05
"850","Boston","rescue",48,690688,850,6.94959229058562e-05
"851","Boston","restriction",48,690688,851,6.94959229058562e-05
"852","Boston","shine",48,690688,852,6.94959229058562e-05
"853","Boston","sin",48,690688,853,6.94959229058562e-05
"854","Boston","slap",48,690688,854,6.94959229058562e-05
"855","Boston","vampire",48,690688,855,6.94959229058562e-05
"856","Boston","grateful",47,690688,856,6.80480911786508e-05
"857","Boston","hunger",47,690688,857,6.80480911786508e-05
"858","Boston","memory",47,690688,858,6.80480911786508e-05
"859","Boston","piss",47,690688,859,6.80480911786508e-05
"860","Boston","sage",47,690688,860,6.80480911786508e-05
"861","Boston","statement",47,690688,861,6.80480911786508e-05
"862","Boston","badly",46,690688,862,6.66002594514455e-05
"863","Boston","descent",46,690688,863,6.66002594514455e-05
"864","Boston","forgive",46,690688,864,6.66002594514455e-05
"865","Boston","guarantee",46,690688,865,6.66002594514455e-05
"866","Boston","pathetic",46,690688,866,6.66002594514455e-05
"867","Boston","relative",46,690688,867,6.66002594514455e-05
"868","Boston","serene",46,690688,868,6.66002594514455e-05
"869","Boston","soothe",46,690688,869,6.66002594514455e-05
"870","Boston","sore",46,690688,870,6.66002594514455e-05
"871","Boston","book",45,690688,871,6.51524277242402e-05
"872","Boston","constant",45,690688,872,6.51524277242402e-05
"873","Boston","elbow",45,690688,873,6.51524277242402e-05
"874","Boston","failure",45,690688,874,6.51524277242402e-05
"875","Boston","feat",45,690688,875,6.51524277242402e-05
"876","Boston","lush",45,690688,876,6.51524277242402e-05
"877","Boston","murder",45,690688,877,6.51524277242402e-05
"878","Boston","mysterious",45,690688,878,6.51524277242402e-05
"879","Boston","relationship",45,690688,879,6.51524277242402e-05
"880","Boston","seek",45,690688,880,6.51524277242402e-05
"881","Boston","shortage",45,690688,881,6.51524277242402e-05
"882","Boston","anxious",44,690688,882,6.37045959970348e-05
"883","Boston","income",44,690688,883,6.37045959970348e-05
"884","Boston","jump",44,690688,884,6.37045959970348e-05
"885","Boston","liberty",44,690688,885,6.37045959970348e-05
"886","Boston","mystery",44,690688,886,6.37045959970348e-05
"887","Boston","reliable",44,690688,887,6.37045959970348e-05
"888","Boston","unbearable",44,690688,888,6.37045959970348e-05
"889","Boston","unsatisfied",44,690688,889,6.37045959970348e-05
"890","Boston","fruit",43,690688,890,6.22567642698295e-05
"891","Boston","grace",43,690688,891,6.22567642698295e-05
"892","Boston","guide",43,690688,892,6.22567642698295e-05
"893","Boston","lick",43,690688,893,6.22567642698295e-05
"894","Boston","nonsense",43,690688,894,6.22567642698295e-05
"895","Boston","occasional",43,690688,895,6.22567642698295e-05
"896","Boston","regard",43,690688,896,6.22567642698295e-05
"897","Boston","splash",43,690688,897,6.22567642698295e-05
"898","Boston","unexpectedly",43,690688,898,6.22567642698295e-05
"899","Boston","boisterous",42,690688,899,6.08089325426242e-05
"900","Boston","ease",42,690688,900,6.08089325426242e-05
"901","Boston","gray",42,690688,901,6.08089325426242e-05
"902","Boston","harvest",42,690688,902,6.08089325426242e-05
"903","Boston","inconvenient",42,690688,903,6.08089325426242e-05
"904","Boston","madness",42,690688,904,6.08089325426242e-05
"905","Boston","modest",42,690688,905,6.08089325426242e-05
"906","Boston","offend",42,690688,906,6.08089325426242e-05
"907","Boston","peace",42,690688,907,6.08089325426242e-05
"908","Boston","phantom",42,690688,908,6.08089325426242e-05
"909","Boston","puff",42,690688,909,6.08089325426242e-05
"910","Boston","reunion",42,690688,910,6.08089325426242e-05
"911","Boston","sand",42,690688,911,6.08089325426242e-05
"912","Boston","suddenly",42,690688,912,6.08089325426242e-05
"913","Boston","unfair",42,690688,913,6.08089325426242e-05
"914","Boston","wireless",42,690688,914,6.08089325426242e-05
"915","Boston","wreck",42,690688,915,6.08089325426242e-05
"916","Boston","glorious",41,690688,916,5.93611008154188e-05
"917","Boston","grey",41,690688,917,5.93611008154188e-05
"918","Boston","overflow",41,690688,918,5.93611008154188e-05
"919","Boston","toilet",41,690688,919,5.93611008154188e-05
"920","Boston","birth",40,690688,920,5.79132690882135e-05
"921","Boston","displease",40,690688,921,5.79132690882135e-05
"922","Boston","guard",40,690688,922,5.79132690882135e-05
"923","Boston","horrid",40,690688,923,5.79132690882135e-05
"924","Boston","interrupt",40,690688,924,5.79132690882135e-05
"925","Boston","linger",40,690688,925,5.79132690882135e-05
"926","Boston","mellow",40,690688,926,5.79132690882135e-05
"927","Boston","moody",40,690688,927,5.79132690882135e-05
"928","Boston","recession",40,690688,928,5.79132690882135e-05
"929","Boston","stun",40,690688,929,5.79132690882135e-05
"930","Boston","trick",40,690688,930,5.79132690882135e-05
"931","Boston","unknown",40,690688,931,5.79132690882135e-05
"932","Boston","unlucky",40,690688,932,5.79132690882135e-05
"933","Boston","wimpy",40,690688,933,5.79132690882135e-05
"934","Boston","communication",39,690688,934,5.64654373610082e-05
"935","Boston","defense",39,690688,935,5.64654373610082e-05
"936","Boston","dive",39,690688,936,5.64654373610082e-05
"937","Boston","humor",39,690688,937,5.64654373610082e-05
"938","Boston","inexcusable",39,690688,938,5.64654373610082e-05
"939","Boston","overdue",39,690688,939,5.64654373610082e-05
"940","Boston","ravenous",39,690688,940,5.64654373610082e-05
"941","Boston","someday",39,690688,941,5.64654373610082e-05
"942","Boston","versus",39,690688,942,5.64654373610082e-05
"943","Boston","argue",38,690688,943,5.50176056338028e-05
"944","Boston","cane",38,690688,944,5.50176056338028e-05
"945","Boston","circle",38,690688,945,5.50176056338028e-05
"946","Boston","demand",38,690688,946,5.50176056338028e-05
"947","Boston","guilt",38,690688,947,5.50176056338028e-05
"948","Boston","info",38,690688,948,5.50176056338028e-05
"949","Boston","mill",38,690688,949,5.50176056338028e-05
"950","Boston","petit",38,690688,950,5.50176056338028e-05
"951","Boston","popularity",38,690688,951,5.50176056338028e-05
"952","Boston","pressure",38,690688,952,5.50176056338028e-05
"953","Boston","rat",38,690688,953,5.50176056338028e-05
"954","Boston","relate",38,690688,954,5.50176056338028e-05
"955","Boston","rise",38,690688,955,5.50176056338028e-05
"956","Boston","unfamiliar",38,690688,956,5.50176056338028e-05
"957","Boston","unforgettable",38,690688,957,5.50176056338028e-05
"958","Boston","wish",38,690688,958,5.50176056338028e-05
"959","Boston","worthwhile",38,690688,959,5.50176056338028e-05
"960","Boston","aesthetic",37,690688,960,5.35697739065975e-05
"961","Boston","dangerous",37,690688,961,5.35697739065975e-05
"962","Boston","privacy",37,690688,962,5.35697739065975e-05
"963","Boston","sigh",37,690688,963,5.35697739065975e-05
"964","Boston","simplicity",37,690688,964,5.35697739065975e-05
"965","Boston","sloppy",37,690688,965,5.35697739065975e-05
"966","Boston","support",37,690688,966,5.35697739065975e-05
"967","Boston","zen",37,690688,967,5.35697739065975e-05
"968","Boston","abundant",36,690688,968,5.21219421793921e-05
"969","Boston","bother",36,690688,969,5.21219421793921e-05
"970","Boston","cube",36,690688,970,5.21219421793921e-05
"971","Boston","curiosity",36,690688,971,5.21219421793921e-05
"972","Boston","deceive",36,690688,972,5.21219421793921e-05
"973","Boston","december",36,690688,973,5.21219421793921e-05
"974","Boston","disgrace",36,690688,974,5.21219421793921e-05
"975","Boston","downright",36,690688,975,5.21219421793921e-05
"976","Boston","foul",36,690688,976,5.21219421793921e-05
"977","Boston","garbage",36,690688,977,5.21219421793921e-05
"978","Boston","hide",36,690688,978,5.21219421793921e-05
"979","Boston","inform",36,690688,979,5.21219421793921e-05
"980","Boston","insanity",36,690688,980,5.21219421793921e-05
"981","Boston","luxurious",36,690688,981,5.21219421793921e-05
"982","Boston","scarce",36,690688,982,5.21219421793921e-05
"983","Boston","series",36,690688,983,5.21219421793921e-05
"984","Boston","shy",36,690688,984,5.21219421793921e-05
"985","Boston","stall",36,690688,985,5.21219421793921e-05
"986","Boston","tenderness",36,690688,986,5.21219421793921e-05
"987","Boston","celebratory",35,690688,987,5.06741104521868e-05
"988","Boston","flaw",35,690688,988,5.06741104521868e-05
"989","Boston","label",35,690688,989,5.06741104521868e-05
"990","Boston","ship",35,690688,990,5.06741104521868e-05
"991","Boston","shockingly",35,690688,991,5.06741104521868e-05
"992","Boston","storm",35,690688,992,5.06741104521868e-05
"993","Boston","trade",35,690688,993,5.06741104521868e-05
"994","Boston","accuse",34,690688,994,4.92262787249815e-05
"995","Boston","admire",34,690688,995,4.92262787249815e-05
"996","Boston","cheat",34,690688,996,4.92262787249815e-05
"997","Boston","crime",34,690688,997,4.92262787249815e-05
"998","Boston","digress",34,690688,998,4.92262787249815e-05
"999","Boston","drown",34,690688,999,4.92262787249815e-05
"1000","Boston","flounder",34,690688,1000,4.92262787249815e-05
"1001","Boston","hesitation",34,690688,1001,4.92262787249815e-05
"1002","Boston","network",34,690688,1002,4.92262787249815e-05
"1003","Boston","partake",34,690688,1003,4.92262787249815e-05
"1004","Boston","police",34,690688,1004,4.92262787249815e-05
"1005","Boston","surly",34,690688,1005,4.92262787249815e-05
"1006","Boston","volcano",34,690688,1006,4.92262787249815e-05
"1007","Boston","abandon",33,690688,1007,4.77784469977761e-05
"1008","Boston","adjust",33,690688,1008,4.77784469977761e-05
"1009","Boston","bridal",33,690688,1009,4.77784469977761e-05
"1010","Boston","embarrassment",33,690688,1010,4.77784469977761e-05
"1011","Boston","emergency",33,690688,1011,4.77784469977761e-05
"1012","Boston","idiot",33,690688,1012,4.77784469977761e-05
"1013","Boston","lightning",33,690688,1013,4.77784469977761e-05
"1014","Boston","pace",33,690688,1014,4.77784469977761e-05
"1015","Boston","pond",33,690688,1015,4.77784469977761e-05
"1016","Boston","quest",33,690688,1016,4.77784469977761e-05
"1017","Boston","slip",33,690688,1017,4.77784469977761e-05
"1018","Boston","stressful",33,690688,1018,4.77784469977761e-05
"1019","Boston","truck",33,690688,1019,4.77784469977761e-05
"1020","Boston","virgin",33,690688,1020,4.77784469977761e-05
"1021","Boston","annoyance",32,690688,1021,4.63306152705708e-05
"1022","Boston","anxiety",32,690688,1022,4.63306152705708e-05
"1023","Boston","deluxe",32,690688,1023,4.63306152705708e-05
"1024","Boston","divide",32,690688,1024,4.63306152705708e-05
"1025","Boston","electric",32,690688,1025,4.63306152705708e-05
"1026","Boston","exceed",32,690688,1026,4.63306152705708e-05
"1027","Boston","fail",32,690688,1027,4.63306152705708e-05
"1028","Boston","frantic",32,690688,1028,4.63306152705708e-05
"1029","Boston","generosity",32,690688,1029,4.63306152705708e-05
"1030","Boston","harmony",32,690688,1030,4.63306152705708e-05
"1031","Boston","honesty",32,690688,1031,4.63306152705708e-05
"1032","Boston","imagination",32,690688,1032,4.63306152705708e-05
"1033","Boston","pungent",32,690688,1033,4.63306152705708e-05
"1034","Boston","satisfaction",32,690688,1034,4.63306152705708e-05
"1035","Boston","secure",32,690688,1035,4.63306152705708e-05
"1036","Boston","snowy",32,690688,1036,4.63306152705708e-05
"1037","Boston","spa",32,690688,1037,4.63306152705708e-05
"1038","Boston","spit",32,690688,1038,4.63306152705708e-05
"1039","Boston","stare",32,690688,1039,4.63306152705708e-05
"1040","Boston","thankful",32,690688,1040,4.63306152705708e-05
"1041","Boston","tropical",32,690688,1041,4.63306152705708e-05
"1042","Boston","wary",32,690688,1042,4.63306152705708e-05
"1043","Boston","weigh",32,690688,1043,4.63306152705708e-05
"1044","Boston","bliss",31,690688,1044,4.48827835433655e-05
"1045","Boston","nightmare",31,690688,1045,4.48827835433655e-05
"1046","Boston","offset",31,690688,1046,4.48827835433655e-05
"1047","Boston","university",31,690688,1047,4.48827835433655e-05
"1048","Boston","assembly",30,690688,1048,4.34349518161601e-05
"1049","Boston","asshole",30,690688,1049,4.34349518161601e-05
"1050","Boston","enthusiast",30,690688,1050,4.34349518161601e-05
"1051","Boston","haunt",30,690688,1051,4.34349518161601e-05
"1052","Boston","incompetent",30,690688,1052,4.34349518161601e-05
"1053","Boston","injury",30,690688,1053,4.34349518161601e-05
"1054","Boston","moral",30,690688,1054,4.34349518161601e-05
"1055","Boston","ordeal",30,690688,1055,4.34349518161601e-05
"1056","Boston","reject",30,690688,1056,4.34349518161601e-05
"1057","Boston","retirement",30,690688,1057,4.34349518161601e-05
"1058","Boston","slam",30,690688,1058,4.34349518161601e-05
"1059","Boston","slush",30,690688,1059,4.34349518161601e-05
"1060","Boston","spotless",30,690688,1060,4.34349518161601e-05
"1061","Boston","suspicious",30,690688,1061,4.34349518161601e-05
"1062","Boston","tolerate",30,690688,1062,4.34349518161601e-05
"1063","Boston","weakness",30,690688,1063,4.34349518161601e-05
"1064","Boston","aunt",29,690688,1064,4.19871200889548e-05
"1065","Boston","boo",29,690688,1065,4.19871200889548e-05
"1066","Boston","bury",29,690688,1066,4.19871200889548e-05
"1067","Boston","childhood",29,690688,1067,4.19871200889548e-05
"1068","Boston","disagree",29,690688,1068,4.19871200889548e-05
"1069","Boston","hurricane",29,690688,1069,4.19871200889548e-05
"1070","Boston","incident",29,690688,1070,4.19871200889548e-05
"1071","Boston","mandarin",29,690688,1071,4.19871200889548e-05
"1072","Boston","pump",29,690688,1072,4.19871200889548e-05
"1073","Boston","santa",29,690688,1073,4.19871200889548e-05
"1074","Boston","verdict",29,690688,1074,4.19871200889548e-05
"1075","Boston","absent",28,690688,1075,4.05392883617494e-05
"1076","Boston","ashamed",28,690688,1076,4.05392883617494e-05
"1077","Boston","brighten",28,690688,1077,4.05392883617494e-05
"1078","Boston","buddha",28,690688,1078,4.05392883617494e-05
"1079","Boston","deplorable",28,690688,1079,4.05392883617494e-05
"1080","Boston","difference",28,690688,1080,4.05392883617494e-05
"1081","Boston","dire",28,690688,1081,4.05392883617494e-05
"1082","Boston","enchant",28,690688,1082,4.05392883617494e-05
"1083","Boston","establish",28,690688,1083,4.05392883617494e-05
"1084","Boston","favs",28,690688,1084,4.05392883617494e-05
"1085","Boston","forewarn",28,690688,1085,4.05392883617494e-05
"1086","Boston","lifetime",28,690688,1086,4.05392883617494e-05
"1087","Boston","slippery",28,690688,1087,4.05392883617494e-05
"1088","Boston","socially",28,690688,1088,4.05392883617494e-05
"1089","Boston","anticipation",27,690688,1089,3.90914566345441e-05
"1090","Boston","assessment",27,690688,1090,3.90914566345441e-05
"1091","Boston","beat",27,690688,1091,3.90914566345441e-05
"1092","Boston","cautious",27,690688,1092,3.90914566345441e-05
"1093","Boston","critical",27,690688,1093,3.90914566345441e-05
"1094","Boston","festive",27,690688,1094,3.90914566345441e-05
"1095","Boston","hanker",27,690688,1095,3.90914566345441e-05
"1096","Boston","jackpot",27,690688,1096,3.90914566345441e-05
"1097","Boston","official",27,690688,1097,3.90914566345441e-05
"1098","Boston","revival",27,690688,1098,3.90914566345441e-05
"1099","Boston","slimy",27,690688,1099,3.90914566345441e-05
"1100","Boston","threaten",27,690688,1100,3.90914566345441e-05
"1101","Boston","ugly",27,690688,1101,3.90914566345441e-05
"1102","Boston","victory",27,690688,1102,3.90914566345441e-05
"1103","Boston","achieve",26,690688,1103,3.76436249073388e-05
"1104","Boston","apprehensive",26,690688,1104,3.76436249073388e-05
"1105","Boston","considerate",26,690688,1105,3.76436249073388e-05
"1106","Boston","ecstasy",26,690688,1106,3.76436249073388e-05
"1107","Boston","envy",26,690688,1107,3.76436249073388e-05
"1108","Boston","evident",26,690688,1108,3.76436249073388e-05
"1109","Boston","freak",26,690688,1109,3.76436249073388e-05
"1110","Boston","ground",26,690688,1110,3.76436249073388e-05
"1111","Boston","judgment",26,690688,1111,3.76436249073388e-05
"1112","Boston","liar",26,690688,1112,3.76436249073388e-05
"1113","Boston","misunderstand",26,690688,1113,3.76436249073388e-05
"1114","Boston","monster",26,690688,1114,3.76436249073388e-05
"1115","Boston","newcomer",26,690688,1115,3.76436249073388e-05
"1116","Boston","purely",26,690688,1116,3.76436249073388e-05
"1117","Boston","respectful",26,690688,1117,3.76436249073388e-05
"1118","Boston","scenery",26,690688,1118,3.76436249073388e-05
"1119","Boston","smack",26,690688,1119,3.76436249073388e-05
"1120","Boston","autumn",25,690688,1120,3.61957931801334e-05
"1121","Boston","chaotic",25,690688,1121,3.61957931801334e-05
"1122","Boston","clown",25,690688,1122,3.61957931801334e-05
"1123","Boston","dull",25,690688,1123,3.61957931801334e-05
"1124","Boston","emphasize",25,690688,1124,3.61957931801334e-05
"1125","Boston","flinch",25,690688,1125,3.61957931801334e-05
"1126","Boston","guidance",25,690688,1126,3.61957931801334e-05
"1127","Boston","masterpiece",25,690688,1127,3.61957931801334e-05
"1128","Boston","pow",25,690688,1128,3.61957931801334e-05
"1129","Boston","reluctant",25,690688,1129,3.61957931801334e-05
"1130","Boston","structure",25,690688,1130,3.61957931801334e-05
"1131","Boston","tease",25,690688,1131,3.61957931801334e-05
"1132","Boston","tolerance",25,690688,1132,3.61957931801334e-05
"1133","Boston","absence",24,690688,1133,3.47479614529281e-05
"1134","Boston","awe",24,690688,1134,3.47479614529281e-05
"1135","Boston","believe",24,690688,1135,3.47479614529281e-05
"1136","Boston","brave",24,690688,1136,3.47479614529281e-05
"1137","Boston","breathtaking",24,690688,1137,3.47479614529281e-05
"1138","Boston","bully",24,690688,1138,3.47479614529281e-05
"1139","Boston","claustrophobic",24,690688,1139,3.47479614529281e-05
"1140","Boston","doctor",24,690688,1140,3.47479614529281e-05
"1141","Boston","experiment",24,690688,1141,3.47479614529281e-05
"1142","Boston","festival",24,690688,1142,3.47479614529281e-05
"1143","Boston","furious",24,690688,1143,3.47479614529281e-05
"1144","Boston","glare",24,690688,1144,3.47479614529281e-05
"1145","Boston","hostile",24,690688,1145,3.47479614529281e-05
"1146","Boston","lead",24,690688,1146,3.47479614529281e-05
"1147","Boston","leisure",24,690688,1147,3.47479614529281e-05
"1148","Boston","lesser",24,690688,1148,3.47479614529281e-05
"1149","Boston","orgasm",24,690688,1149,3.47479614529281e-05
"1150","Boston","owe",24,690688,1150,3.47479614529281e-05
"1151","Boston","privilege",24,690688,1151,3.47479614529281e-05
"1152","Boston","progression",24,690688,1152,3.47479614529281e-05
"1153","Boston","purgatory",24,690688,1153,3.47479614529281e-05
"1154","Boston","radar",24,690688,1154,3.47479614529281e-05
"1155","Boston","rage",24,690688,1155,3.47479614529281e-05
"1156","Boston","recovery",24,690688,1156,3.47479614529281e-05
"1157","Boston","ribbon",24,690688,1157,3.47479614529281e-05
"1158","Boston","robbery",24,690688,1158,3.47479614529281e-05
"1159","Boston","shake",24,690688,1159,3.47479614529281e-05
"1160","Boston","shoutout",24,690688,1160,3.47479614529281e-05
"1161","Boston","smith",24,690688,1161,3.47479614529281e-05
"1162","Boston","sting",24,690688,1162,3.47479614529281e-05
"1163","Boston","suffer",24,690688,1163,3.47479614529281e-05
"1164","Boston","trumpet",24,690688,1164,3.47479614529281e-05
"1165","Boston","unhelpful",24,690688,1165,3.47479614529281e-05
"1166","Boston","violently",24,690688,1166,3.47479614529281e-05
"1167","Boston","bottomless",23,690688,1167,3.33001297257228e-05
"1168","Boston","distress",23,690688,1168,3.33001297257228e-05
"1169","Boston","diversity",23,690688,1169,3.33001297257228e-05
"1170","Boston","gentle",23,690688,1170,3.33001297257228e-05
"1171","Boston","insist",23,690688,1171,3.33001297257228e-05
"1172","Boston","kindness",23,690688,1172,3.33001297257228e-05
"1173","Boston","lone",23,690688,1173,3.33001297257228e-05
"1174","Boston","questionable",23,690688,1174,3.33001297257228e-05
"1175","Boston","rarity",23,690688,1175,3.33001297257228e-05
"1176","Boston","scary",23,690688,1176,3.33001297257228e-05
"1177","Boston","screw",23,690688,1177,3.33001297257228e-05
"1178","Boston","spam",23,690688,1178,3.33001297257228e-05
"1179","Boston","specialize",23,690688,1179,3.33001297257228e-05
"1180","Boston","stain",23,690688,1180,3.33001297257228e-05
"1181","Boston","appall",22,690688,1181,3.18522979985174e-05
"1182","Boston","communicate",22,690688,1182,3.18522979985174e-05
"1183","Boston","cough",22,690688,1183,3.18522979985174e-05
"1184","Boston","darling",22,690688,1184,3.18522979985174e-05
"1185","Boston","error",22,690688,1185,3.18522979985174e-05
"1186","Boston","flesh",22,690688,1186,3.18522979985174e-05
"1187","Boston","growl",22,690688,1187,3.18522979985174e-05
"1188","Boston","hardy",22,690688,1188,3.18522979985174e-05
"1189","Boston","inept",22,690688,1189,3.18522979985174e-05
"1190","Boston","movie",22,690688,1190,3.18522979985174e-05
"1191","Boston","painfully",22,690688,1191,3.18522979985174e-05
"1192","Boston","prevent",22,690688,1192,3.18522979985174e-05
"1193","Boston","risky",22,690688,1193,3.18522979985174e-05
"1194","Boston","simmer",22,690688,1194,3.18522979985174e-05
"1195","Boston","spite",22,690688,1195,3.18522979985174e-05
"1196","Boston","straightforward",22,690688,1196,3.18522979985174e-05
"1197","Boston","superstar",22,690688,1197,3.18522979985174e-05
"1198","Boston","vision",22,690688,1198,3.18522979985174e-05
"1199","Boston","attest",21,690688,1199,3.04044662713121e-05
"1200","Boston","attorney",21,690688,1200,3.04044662713121e-05
"1201","Boston","breakdown",21,690688,1201,3.04044662713121e-05
"1202","Boston","bride",21,690688,1202,3.04044662713121e-05
"1203","Boston","commit",21,690688,1203,3.04044662713121e-05
"1204","Boston","competitive",21,690688,1204,3.04044662713121e-05
"1205","Boston","contagious",21,690688,1205,3.04044662713121e-05
"1206","Boston","couch",21,690688,1206,3.04044662713121e-05
"1207","Boston","damp",21,690688,1207,3.04044662713121e-05
"1208","Boston","dirt",21,690688,1208,3.04044662713121e-05
"1209","Boston","disappear",21,690688,1209,3.04044662713121e-05
"1210","Boston","effort",21,690688,1210,3.04044662713121e-05
"1211","Boston","fatal",21,690688,1211,3.04044662713121e-05
"1212","Boston","frank",21,690688,1212,3.04044662713121e-05
"1213","Boston","gallows",21,690688,1213,3.04044662713121e-05
"1214","Boston","grant",21,690688,1214,3.04044662713121e-05
"1215","Boston","harden",21,690688,1215,3.04044662713121e-05
"1216","Boston","hunter",21,690688,1216,3.04044662713121e-05
"1217","Boston","infectious",21,690688,1217,3.04044662713121e-05
"1218","Boston","intolerance",21,690688,1218,3.04044662713121e-05
"1219","Boston","jesus",21,690688,1219,3.04044662713121e-05
"1220","Boston","laughter",21,690688,1220,3.04044662713121e-05
"1221","Boston","plague",21,690688,1221,3.04044662713121e-05
"1222","Boston","positively",21,690688,1222,3.04044662713121e-05
"1223","Boston","possess",21,690688,1223,3.04044662713121e-05
"1224","Boston","rely",21,690688,1224,3.04044662713121e-05
"1225","Boston","remiss",21,690688,1225,3.04044662713121e-05
"1226","Boston","restrain",21,690688,1226,3.04044662713121e-05
"1227","Boston","routine",21,690688,1227,3.04044662713121e-05
"1228","Boston","sincere",21,690688,1228,3.04044662713121e-05
"1229","Boston","sir",21,690688,1229,3.04044662713121e-05
"1230","Boston","void",21,690688,1230,3.04044662713121e-05
"1231","Boston","vomit",21,690688,1231,3.04044662713121e-05
"1232","Boston","wholesome",21,690688,1232,3.04044662713121e-05
"1233","Boston","abysmal",20,690688,1233,2.89566345441067e-05
"1234","Boston","anticipate",20,690688,1234,2.89566345441067e-05
"1235","Boston","approach",20,690688,1235,2.89566345441067e-05
"1236","Boston","bountiful",20,690688,1236,2.89566345441067e-05
"1237","Boston","burke",20,690688,1237,2.89566345441067e-05
"1238","Boston","ceremony",20,690688,1238,2.89566345441067e-05
"1239","Boston","cloud",20,690688,1239,2.89566345441067e-05
"1240","Boston","cohesive",20,690688,1240,2.89566345441067e-05
"1241","Boston","crown",20,690688,1241,2.89566345441067e-05
"1242","Boston","cruel",20,690688,1242,2.89566345441067e-05
"1243","Boston","depression",20,690688,1243,2.89566345441067e-05
"1244","Boston","ehh",20,690688,1244,2.89566345441067e-05
"1245","Boston","flop",20,690688,1245,2.89566345441067e-05
"1246","Boston","frustration",20,690688,1246,2.89566345441067e-05
"1247","Boston","grin",20,690688,1247,2.89566345441067e-05
"1248","Boston","horse",20,690688,1248,2.89566345441067e-05
"1249","Boston","identify",20,690688,1249,2.89566345441067e-05
"1250","Boston","indescribable",20,690688,1250,2.89566345441067e-05
"1251","Boston","infant",20,690688,1251,2.89566345441067e-05
"1252","Boston","jungle",20,690688,1252,2.89566345441067e-05
"1253","Boston","lace",20,690688,1253,2.89566345441067e-05
"1254","Boston","prick",20,690688,1254,2.89566345441067e-05
"1255","Boston","puppy",20,690688,1255,2.89566345441067e-05
"1256","Boston","rail",20,690688,1256,2.89566345441067e-05
"1257","Boston","raspberry",20,690688,1257,2.89566345441067e-05
"1258","Boston","razor",20,690688,1258,2.89566345441067e-05
"1259","Boston","respectable",20,690688,1259,2.89566345441067e-05
"1260","Boston","respite",20,690688,1260,2.89566345441067e-05
"1261","Boston","saint",20,690688,1261,2.89566345441067e-05
"1262","Boston","saturate",20,690688,1262,2.89566345441067e-05
"1263","Boston","scar",20,690688,1263,2.89566345441067e-05
"1264","Boston","sensual",20,690688,1264,2.89566345441067e-05
"1265","Boston","tickle",20,690688,1265,2.89566345441067e-05
"1266","Boston","wealth",20,690688,1266,2.89566345441067e-05
"1267","Boston","aggressively",19,690688,1267,2.75088028169014e-05
"1268","Boston","ahhh",19,690688,1268,2.75088028169014e-05
